flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.128-192.168.21.70-36032-80,192.168.21.128,192.168.21.70,36032,80,123,62,61,114146698.0,0.9838709677419356,0,0,65,123,0,0,0,0,1683709856517201.0,1683709970663899.0,0,0,0,0,5.694426657878444e-07,2.8034100469555415e-07,2.891016610922903e-07,5.88891322988e-05,4.89895905705e-05,9.8995417283e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-37290-80,192.168.21.128,192.168.21.70,37290,80,124,62,62,107835078.0,1.0,0,0,65,124,0,0,0,0,1683686682821985.0,1683686790657063.0,0,0,0,0,6.027723186698118e-07,2.96749449191292e-07,3.060228694785198e-07,6.27810553445e-05,5.2079528333e-05,1.07015270114e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41174-80,192.168.21.225,192.168.21.70,41174,80,1727,956,771,119790826.0,0.8064853556485355,0,0,957,1727,0,0,0,0,1719313563085127.0,1719313682875953.0,0,0,0,0,7.9889256294e-06,3.9902888723e-06,3.998636757e-06,0.000611065157861,0.0002633590655765,0.0003477060922845,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-57246-80,192.168.21.128,192.168.21.70,57246,80,92,41,51,118333306.0,1.2439024390243902,0,0,51,92,0,0,0,0,1683764199069017.0,1683764317402323.0,0,0,0,0,4.3098601504465697e-07,2.1126765443365538e-07,2.1971836061100162e-07,4.38676157666e-05,3.65239520984e-05,7.3436636681e-06,5,4,0,42,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41552-80,192.168.21.225,192.168.21.70,41552,80,1688,943,745,119828288.0,0.7900318133616119,0,0,965,1688,0,0,0,0,1719315123146976.0,1719315242975264.0,0,0,0,0,8.053190245e-06,3.9890413856e-06,4.0641488594e-06,0.0006160064641831,0.0002632767314509,0.0003527297327322,1,0,0,964,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-40556-80,192.168.21.128,192.168.21.70,40556,80,40,20,20,99595821.0,1.0,0,0,21,40,0,0,0,0,1682656442446989.0,1682656542042810.0,0,0,0,0,2.1085222039587386e-07,1.004058192361304e-07,1.1044640115974345e-07,2.81337105499e-05,3.7551776394e-06,2.43785329105e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-41186-80,192.168.21.128,192.168.21.70,41186,80,123,63,60,110135372.0,0.9523809523809524,0,0,65,123,0,0,0,0,1683744673294302.0,1683744783429674.0,0,0,0,0,5.901827797884952e-07,2.9055152235741305e-07,2.9963125743108217e-07,6.14698064487e-05,5.09917921737e-05,1.0478014275e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-44310-80,192.168.21.225,192.168.21.70,44310,80,11,6,5,3871.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082069298378.0,1719082069302249.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,48,23,25,115232649.0,1.0869565217391304,0,0,25,48,0,0,0,0,1682529306082299.0,1682529421314948.0,0,0,0,0,2.1695240209222301e-07,1.0413715300426705e-07,1.1281524908795597e-07,3.54934129822e-05,4.460541387e-06,3.10328715952e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-52784-80,192.168.21.128,192.168.21.70,52784,80,48,24,24,119810004.0,1.0,0,0,25,48,0,0,0,0,1682548332129454.0,1682548451939458.0,0,0,0,0,2.086637105863047e-07,1.0015858108142622e-07,1.085051295048784e-07,3.43794329561e-05,4.2901258896e-06,3.00893070665e-05,4,4,0,17,3,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-43366-80,192.168.21.225,192.168.21.70,43366,80,11,6,5,7038.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082683945337.0,1719082683952375.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,45,22,23,118883418.0,1.0454545454545454,0,0,23,45,0,0,0,0,1682672539041921.0,1682672657925339.0,0,0,0,0,1.9346684665476226e-07,9.252762231314717e-08,1.0093922434161509e-07,2.89863805901e-05,3.7347513006e-06,2.52516292894e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-43466-80,192.168.21.128,192.168.21.70,43466,80,129,65,64,105492796.0,0.9846153846153848,0,0,67,129,0,0,0,0,1683695993142400.0,1683696098635196.0,0,0,0,0,6.351144584318345e-07,3.1281756907836626e-07,3.222968893534683e-07,6.38716600136e-05,5.31031521811e-05,1.07685078325e-05,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-33602-80,192.168.21.225,192.168.21.70,33602,80,11,6,5,7674.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082447250109.0,1719082447257783.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-41336-80,192.168.21.128,192.168.21.70,41336,80,45,22,23,100298764.0,1.0454545454545454,0,0,23,45,0,0,0,0,1682585729321240.0,1682585829620004.0,0,0,0,0,2.293148896630471e-07,1.096723385345008e-07,1.1964255112854632e-07,3.4357352599e-05,4.4267743917e-06,2.99305782073e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-47716-80,192.168.21.128,192.168.21.70,47716,80,53,25,28,102235889.0,1.12,3,0,26,51,0,0,0,0,1682650307444717.0,1682650409680606.0,1,0,0,0,2.347512232226005e-07,1.1737561161130021e-07,1.1737561161130021e-07,3.26891078337e-05,8.8520773756e-06,2.3837030458e-05,3,3,0,18,1,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,41,20,21,103900666.0,1.05,0,0,21,41,0,0,0,0,1682672779035722.0,1682672882936388.0,0,0,0,0,2.021161250304209e-07,9.624577382400995e-08,1.0587035120641093e-07,2.69680658254e-05,3.599591941e-06,2.33684738844e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-52784,192.168.21.70,192.168.21.128,80,52784,48,24,24,119189349.0,1.0,0,0,25,48,0,0,0,0,1682547132789092.0,1682547251978441.0,0,0,0,0,2.0975028565681654e-07,1.0068013711527193e-07,1.090701485415446e-07,3.90806732235e-05,2.99523407917e-05,9.1283324317e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-45462,192.168.21.70,192.168.21.128,80,45462,46,23,23,116430905.0,1.0,0,0,24,46,0,0,0,0,1683790340706160.0,1683790457137065.0,0,0,0,0,2.061308378561517e-07,9.447663401740285e-08,1.1165420383874884e-07,2.74583453594e-05,4.1054391873e-06,2.33529061721e-05,4,5,0,15,0,0,0,0,2,2,2,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-45680-80,192.168.21.225,192.168.21.70,45680,80,11,6,5,12810.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082917335194.0,1719082917348004.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-46148,192.168.21.70,192.168.21.128,80,46148,128,63,65,109407502.0,1.031746031746032,0,0,67,128,0,0,0,0,1683724182365997.0,1683724291773499.0,0,0,0,0,6.123894502225269e-07,3.016246545872147e-07,3.1076479563531213e-07,6.1586270382e-05,1.03283593843e-05,5.12579109977e-05,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41574-80,192.168.21.225,192.168.21.70,41574,80,1709,956,753,119798827.0,0.7876569037656904,0,0,957,1709,0,0,0,0,1719314643199128.0,1719314762997955.0,0,0,0,0,7.9883920733e-06,3.990022373e-06,3.9983697002e-06,0.0006110243466741,0.0002633414766239,0.0003476828700501,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-45462,192.168.21.70,192.168.21.128,80,45462,120,65,55,118660091.0,0.8461538461538461,0,0,66,120,0,0,0,0,1683789738524053.0,1683789857184144.0,0,0,0,0,5.562105965349378e-07,2.781052982674689e-07,2.781052982674689e-07,5.79638861055e-05,9.6915482729e-06,4.82723378326e-05,4,5,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-46148-80,192.168.21.128,192.168.21.70,46148,80,123,62,61,98484684.0,0.9838709677419356,0,0,65,123,0,0,0,0,1683731382233638.0,1683731480718322.0,0,0,0,0,6.600011023033795e-07,3.2492361959551e-07,3.3507748270786965e-07,6.7056111994e-05,5.64148634522e-05,1.06412485417e-05,6,5,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-53975-80,192.168.21.225,192.168.21.70,53975,80,11,6,5,19145.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082779526771.0,1719082779545916.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-33924-80,192.168.21.128,192.168.21.70,33924,80,129,64,65,110452699.0,1.015625,0,0,65,129,0,0,0,0,1683651835465785.0,1683651945918484.0,0,0,0,0,5.884872039206576e-07,2.897167773147852e-07,2.987704266058723e-07,6.08586305346e-05,5.06280068357e-05,1.02306236989e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,49,24,25,115542975.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682507885349377.0,1682508000892352.0,0,0,0,0,2.163697100580975e-07,1.0385746082788676e-07,1.1251224923021066e-07,3.53634654118e-05,4.4312516619e-06,3.09322137499e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-40998-80,192.168.21.225,192.168.21.70,40998,80,1731,951,780,119845269.0,0.8201892744479495,0,0,960,1731,0,0,0,0,1719313682897811.0,1719313802743080.0,0,0,0,0,8.0103287181e-06,3.9884761742e-06,4.0218525438e-06,0.0006129653728759,0.0002632394274988,0.0003497259453771,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-48966-80,192.168.21.128,192.168.21.70,48966,80,41,20,21,108074197.0,1.05,0,0,21,41,0,0,0,0,1682686646859822.0,1682686754934019.0,0,0,0,0,1.943109510219169e-07,9.252902429615092e-08,1.0178192672576601e-07,2.59266326077e-05,3.4605855086e-06,2.24660470991e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,49,24,25,116796824.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682515085168376.0,1682515201965200.0,0,0,0,0,2.140469162072421e-07,1.027425197794762e-07,1.1130439642776589e-07,3.50180754915e-05,4.4008045972e-06,3.06172708942e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-43848,192.168.21.70,192.168.21.128,80,43848,49,24,25,119666355.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682562786651719.0,1682562906318074.0,0,0,0,0,2.089141931330657e-07,1.0027881270387153e-07,1.0863538042919417e-07,3.89248924645e-05,2.98329467794e-05,9.0919456851e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-40678,192.168.21.70,192.168.21.128,80,40678,40,19,21,103777277.0,1.105263157894737,0,0,21,40,0,0,0,0,1682661132174148.0,1682661235951425.0,0,0,0,0,2.0235643685274185e-07,9.636020802511517e-08,1.0599622882762669e-07,3.24733901044e-05,2.33384423836e-05,9.1349477207e-06,4,4,0,13,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-52784-80,192.168.21.128,192.168.21.70,52784,80,49,24,25,114234668.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682542452101796.0,1682542566336464.0,0,0,0,0,2.1884774944152682e-07,1.050469197319329e-07,1.1380082970959393e-07,3.58034918086e-05,4.4995097285e-06,3.13039820801e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41236-80,192.168.21.225,192.168.21.70,41236,80,1663,954,709,119533697.0,0.7431865828092243,0,0,955,1663,0,0,0,0,1719310083195839.0,1719310202729536.0,0,0,0,0,7.989378928e-06,3.9905065431e-06,3.9988723849e-06,0.0006110996466544,0.0002633734318449,0.0003477262148095,0,0,0,955,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-38718-80,192.168.21.128,192.168.21.70,38718,80,124,63,61,108761175.0,0.9682539682539684,0,0,65,124,0,0,0,0,1683665621587728.0,1683665730348903.0,0,0,0,0,5.976397367902656e-07,2.942226396505923e-07,3.0341709713967325e-07,6.18051432416e-05,5.14154062789e-05,1.03897369626e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41540-80,192.168.21.225,192.168.21.70,41540,80,1714,947,767,119850186.0,0.8099260823653643,0,0,960,1714,0,0,0,0,1719307563208560.0,1719307683058746.0,0,0,0,0,8.0100000846e-06,3.9883125421e-06,4.0216875424e-06,0.0006129402252241,0.0002632286277803,0.0003497115974438,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-54654-80,192.168.21.128,192.168.21.70,54654,80,46,23,23,113090907.0,1.0,0,0,25,46,0,0,0,0,1682517683519980.0,1682517796610887.0,0,0,0,0,2.210610973347309e-07,1.0610932672067084e-07,1.1495177061406006e-07,3.61655955239e-05,4.5450161612e-06,3.16205793627e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-43786,192.168.21.70,192.168.21.128,80,43786,105,52,53,98504417.0,1.0192307692307692,0,0,55,105,0,0,0,0,1683707239519456.0,1683707338023873.0,0,0,0,0,5.58350596603196e-07,2.740993837870235e-07,2.842512128161725e-07,5.47285102961e-05,9.9589442775e-06,4.47695660185e-05,5,5,0,45,0,0,0,0,3,5,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-33924-80,192.168.21.128,192.168.21.70,33924,80,124,62,62,96891181.0,1.0,0,0,65,124,0,0,0,0,1683654235402730.0,1683654332293911.0,0,0,0,0,6.708556891261342e-07,3.3026741618517374e-07,3.405882729409605e-07,6.76635368909e-05,5.7094979573e-05,1.05685573179e-05,6,5,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41404-80,192.168.21.225,192.168.21.70,41404,80,1805,956,849,119782107.0,0.8880753138075314,0,0,957,1805,0,0,0,0,1719309243062273.0,1719309362844380.0,0,0,0,0,7.9895071473e-06,3.9905793275e-06,3.9989278198e-06,0.0006111096376022,0.0002633782356157,0.0003477314019864,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-40238,192.168.21.70,192.168.21.128,80,40238,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682653562139374.0,1682653562139374.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41216-80,192.168.21.225,192.168.21.70,41216,80,1667,956,711,119791665.0,0.7437238493723849,0,0,959,1667,0,0,0,0,1719315123096441.0,1719315242888106.0,0,0,0,0,8.0055653287e-06,3.990260925e-06,4.0153044036e-06,0.0006118372259038,0.0002633572210554,0.0003484800048484,1,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41284-80,192.168.21.225,192.168.21.70,41284,80,1662,956,706,119776365.0,0.7384937238493724,0,0,957,1662,0,0,0,0,1719312243104807.0,1719312362881172.0,0,0,0,0,7.989890159e-06,3.9907706332e-06,3.9991195257e-06,0.0006111389337954,0.0002633908617948,0.0003477480720006,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-45462-80,192.168.21.128,192.168.21.70,45462,80,98,46,52,111149329.0,1.1304347826086956,0,0,52,98,0,0,0,0,1683786497244541.0,1683786608393870.0,0,0,0,0,4.678390816016533e-07,2.249226353854102e-07,2.4291644621624304e-07,4.64150350381e-05,3.84167861238e-05,7.9982489143e-06,5,4,0,43,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-57246-80,192.168.21.128,192.168.21.70,57246,80,112,52,60,115422460.0,1.1538461538461535,0,0,60,112,0,0,0,0,1683760479182297.0,1683760594604757.0,0,0,0,0,5.198295028541239e-07,2.512509263794932e-07,2.685785764746307e-07,5.75364621409e-05,4.83441437654e-05,9.1923183754e-06,5,4,0,51,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,9,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-46454,192.168.21.70,192.168.21.128,80,46454,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682638757148719.0,1682638757148719.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41014-80,192.168.21.225,192.168.21.70,41014,80,1722,951,771,119800563.0,0.8107255520504731,0,0,961,1722,0,0,0,0,1719307202954543.0,1719307322755106.0,0,0,0,0,8.0216651402e-06,3.9899645546e-06,4.0317005855e-06,0.0006139203202242,0.0002633376606084,0.0003505826596157,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-38718-80,192.168.21.128,192.168.21.70,38718,80,120,60,60,101302801.0,1.0,0,0,63,120,0,0,0,0,1683666821552853.0,1683666922855654.0,0,0,0,0,6.218979078377113e-07,3.06013256237604e-07,3.158846516001073e-07,6.45589256707e-05,5.45098451917e-05,1.0049080479e-05,5,4,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-51482-80,192.168.21.225,192.168.21.70,51482,80,11,6,5,7946.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082874653505.0,1719082874661451.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41210-80,192.168.21.225,192.168.21.70,41210,80,1734,956,778,119744926.0,0.8138075313807531,0,0,957,1734,0,0,0,0,1719310202999516.0,1719310322744442.0,0,0,0,0,7.9919879026e-06,3.991818409e-06,4.0001694936e-06,0.0006112993881678,0.0002634600149988,0.0003478393731689,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-40678-80,192.168.21.128,192.168.21.70,40678,80,42,21,21,119942887.0,1.0,0,0,20,42,0,0,0,0,1682661355962609.0,1682661475905496.0,0,0,0,0,1.6674602804916645e-07,8.337301402458321e-08,8.337301402458321e-08,2.33110947212e-05,3.1181507245e-06,2.01929439967e-05,4,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-37712,192.168.21.70,192.168.21.128,80,37712,102,51,51,99355390.0,1.0,0,0,53,102,0,0,0,0,1683640036736621.0,1683640136092011.0,0,0,0,0,5.334385985501139e-07,2.616868596660937e-07,2.717517388840203e-07,5.37363901445e-05,9.6320894115e-06,4.41043007329e-05,4,4,0,45,0,0,0,0,3,5,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-49074-80,192.168.21.225,192.168.21.70,49074,80,11,6,5,5466.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082737058717.0,1719082737064183.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,49,24,25,111351839.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682529186084707.0,1682529297436546.0,0,0,0,0,2.2451357987899966e-07,1.077665183419198e-07,1.1674706153707977e-07,3.67304216682e-05,4.6159992023e-06,3.21144224658e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41032-80,192.168.21.225,192.168.21.70,41032,80,1726,946,780,119844651.0,0.8245243128964059,0,0,956,1726,0,0,0,0,1719313802931808.0,1719313922776459.0,0,0,0,0,7.976993483e-06,3.9884967415e-06,3.9884967415e-06,0.0006100647746055,0.0002632407849391,0.0003468239896664,0,0,0,956,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
